date,title,odds,identifier,available_to_back_0,available_to_back_1,available_to_back_2,available_to_lay_0,available_to_lay_1,available_to_lay_2,available_to_back_0_size,available_to_back_1_size,available_to_back_2_size,available_to_lay_0_size,available_to_lay_1_size,available_to_lay_2_size
2017-04-28T22:06:57.782794,Labour,,1111884,50.0,,,,,,11.88,,,,,
2017-04-28T22:06:57.782794,Plaid Cymru,,1111890,4.2,3.85,,,,,11.88,11.88,,,,
2017-04-28T22:06:57.782794,Conservative,,1111885,15.5,13.0,,,,,11.88,11.88,,,,
2017-04-28T22:06:57.782794,Liberal Democrat,,2938886,1.17,1.12,,,,,174.74,247.56,,,,
2017-04-28T22:06:57.782794,UKIP,,3614201,65.0,,,,,,11.88,,,,,
2017-04-28T22:06:57.782794,Green,,2938887,65.0,,,,,,11.88,,,,,
2017-04-29T10:07:09.903240,Labour,,1111884,50.0,,,,,,11.88,,,,,
2017-04-29T10:07:09.903240,Plaid Cymru,,1111890,4.2,3.85,,,,,11.88,11.88,,,,
2017-04-29T10:07:09.903240,Conservative,,1111885,15.5,13.0,,,,,11.88,11.88,,,,
2017-04-29T10:07:09.903240,Liberal Democrat,,2938886,1.17,1.12,,,,,174.74,247.56,,,,
2017-04-29T10:07:09.903240,UKIP,,3614201,65.0,,,,,,11.88,,,,,
2017-04-29T10:07:09.903240,Green,,2938887,65.0,,,,,,11.88,,,,,
2017-04-29T22:06:58.148047,Labour,,1111884,55.0,,,,,,11.84,,,,,
2017-04-29T22:06:58.148047,Plaid Cymru,,1111890,4.3,3.95,,,,,11.84,11.84,,,,
2017-04-29T22:06:58.148047,Conservative,,1111885,16.0,14.0,,,,,11.84,11.84,,,,
2017-04-29T22:06:58.148047,Liberal Democrat,,2938886,1.18,1.14,,,,,164.36,211.34,,,,
2017-04-29T22:06:58.148047,UKIP,,3614201,70.0,,,,,,11.84,,,,,
2017-04-29T22:06:58.148047,Green,,2938887,70.0,,,,,,11.84,,,,,
2017-04-30T10:07:06.168301,Labour,,1111884,55.0,,,,,,11.89,,,,,
2017-04-30T10:07:06.168301,Plaid Cymru,,1111890,4.3,3.95,,,,,11.89,11.89,,,,
2017-04-30T10:07:06.168301,Conservative,,1111885,16.0,14.0,,,,,11.89,11.89,,,,
2017-04-30T10:07:06.168301,Liberal Democrat,,2938886,1.18,1.14,,,,,165.1,212.28,,,,
2017-04-30T10:07:06.168301,UKIP,,3614201,70.0,,,,,,11.89,,,,,
2017-04-30T10:07:06.168301,Green,,2938887,70.0,,,,,,11.89,,,,,
2017-04-30T22:06:57.371632,Labour,,1111884,55.0,,,,,,11.87,,,,,
2017-04-30T22:06:57.371632,Plaid Cymru,,1111890,4.3,3.95,,,,,11.87,11.87,,,,
2017-04-30T22:06:57.371632,Conservative,,1111885,16.0,14.0,,,,,11.87,11.87,,,,
2017-04-30T22:06:57.371632,Liberal Democrat,,2938886,1.18,1.14,,,,,164.89,212.02,,,,
2017-04-30T22:06:57.371632,UKIP,,3614201,70.0,,,,,,11.87,,,,,
2017-04-30T22:06:57.371632,Green,,2938887,70.0,,,,,,11.87,,,,,
2017-05-01T10:07:01.303638,Labour,,1111884,55.0,,,,,,11.87,,,,,
2017-05-01T10:07:01.303638,Plaid Cymru,,1111890,4.3,3.95,,,,,11.87,11.87,,,,
2017-05-01T10:07:01.303638,Conservative,,1111885,16.0,14.0,,,,,11.87,11.87,,,,
2017-05-01T10:07:01.303638,Liberal Democrat,,2938886,1.18,1.14,,,,,164.78,211.87,,,,
2017-05-01T10:07:01.303638,UKIP,,3614201,70.0,,,,,,11.87,,,,,
2017-05-01T10:07:01.303638,Green,,2938887,70.0,,,,,,11.87,,,,,
2017-05-01T22:07:07.065763,Labour,,1111884,55.0,,,,,,11.82,,,,,
2017-05-01T22:07:07.065763,Plaid Cymru,,1111890,4.3,3.95,,,,,11.82,11.82,,,,
2017-05-01T22:07:07.065763,Conservative,,1111885,16.0,14.0,,,,,11.82,11.82,,,,
2017-05-01T22:07:07.065763,Liberal Democrat,,2938886,1.18,1.14,,,,,164.2,211.12,,,,
2017-05-01T22:07:07.065763,UKIP,,3614201,70.0,,,,,,11.82,,,,,
2017-05-01T22:07:07.065763,Green,,2938887,70.0,,,,,,11.82,,,,,
2017-05-02T10:06:57.479817,Labour,,1111884,55.0,,,,,,11.82,,,,,
2017-05-02T10:06:57.479817,Plaid Cymru,,1111890,4.3,3.95,,,,,11.82,11.82,,,,
2017-05-02T10:06:57.479817,Conservative,,1111885,16.0,14.0,,,,,11.82,11.82,,,,
2017-05-02T10:06:57.479817,Liberal Democrat,,2938886,1.18,1.14,,,,,164.17,211.09,,,,
2017-05-02T10:06:57.479817,UKIP,,3614201,70.0,,,,,,11.82,,,,,
2017-05-02T10:06:57.479817,Green,,2938887,70.0,,,,,,11.82,,,,,
2017-05-02T22:06:57.588158,Labour,,1111884,55.0,,,,,,11.84,,,,,
2017-05-02T22:06:57.588158,Plaid Cymru,,1111890,4.3,3.95,,,,,11.84,11.84,,,,
2017-05-02T22:06:57.588158,Conservative,,1111885,16.0,14.0,,,,,11.84,11.84,,,,
2017-05-02T22:06:57.588158,Liberal Democrat,,2938886,1.18,1.14,,,,,164.41,211.39,,,,
2017-05-02T22:06:57.588158,UKIP,,3614201,70.0,,,,,,11.84,,,,,
2017-05-02T22:06:57.588158,Green,,2938887,70.0,,,,,,11.84,,,,,
2017-05-03T10:07:02.112358,Labour,,1111884,55.0,,,,,,11.84,,,,,
2017-05-03T10:07:02.112358,Plaid Cymru,,1111890,4.3,3.95,,,,,11.84,11.84,,,,
2017-05-03T10:07:02.112358,Conservative,,1111885,16.0,14.0,,,,,11.84,11.84,,,,
2017-05-03T10:07:02.112358,Liberal Democrat,,2938886,1.18,1.14,,,,,164.38,211.36,,,,
2017-05-03T10:07:02.112358,UKIP,,3614201,70.0,,,,,,11.84,,,,,
2017-05-03T10:07:02.112358,Green,,2938887,70.0,,,,,,11.84,,,,,
2017-05-03T22:07:21.529463,Labour,,1111884,55.0,,,,,,11.82,,,,,
2017-05-03T22:07:21.529463,Plaid Cymru,,1111890,4.3,3.95,,,,,11.82,11.82,,,,
2017-05-03T22:07:21.529463,Conservative,,1111885,16.0,14.0,,,,,11.82,11.82,,,,
2017-05-03T22:07:21.529463,Liberal Democrat,,2938886,1.18,1.14,,,,,164.18,211.11,,,,
2017-05-03T22:07:21.529463,UKIP,,3614201,70.0,,,,,,11.82,,,,,
2017-05-03T22:07:21.529463,Green,,2938887,70.0,,,,,,11.82,,,,,
2017-05-04T10:07:05.700610,Labour,,1111884,55.0,,,,,,11.8,,,,,
2017-05-04T10:07:05.700610,Plaid Cymru,,1111890,4.3,3.95,,,,,11.8,11.8,,,,
2017-05-04T10:07:05.700610,Conservative,,1111885,16.0,14.0,,,,,11.8,11.8,,,,
2017-05-04T10:07:05.700610,Liberal Democrat,,2938886,1.18,1.14,,,,,163.85,210.68,,,,
2017-05-04T10:07:05.700610,UKIP,,3614201,70.0,,,,,,11.8,,,,,
2017-05-04T10:07:05.700610,Green,,2938887,70.0,,,,,,11.8,,,,,
2017-05-04T22:07:37.224530,Labour,,1111884,,,,,,,,,,,,
2017-05-04T22:07:37.224530,Plaid Cymru,,1111890,,,,,,,,,,,,
2017-05-04T22:07:37.224530,Conservative,,1111885,,,,,,,,,,,,
2017-05-04T22:07:37.224530,Liberal Democrat,,2938886,,,,,,,,,,,,
2017-05-04T22:07:37.224530,UKIP,,3614201,,,,,,,,,,,,
2017-05-04T22:07:37.224530,Green,,2938887,,,,,,,,,,,,
2017-05-05T10:07:09.444140,Labour,,1111884,55.0,,,,,,11.8,,,,,
